subj,prop,bucket,subject_num_chunks,step,exposures,gold_logprob,max_decoy_logprob,correct
Oil,screenwriter,low,1,70000,0,-4.654853343963623,-6.516817092895508,True
Oil,screenwriter,low,1,80000,0,-4.162867069244385,-6.971437454223633,True
Oil,screenwriter,low,1,90000,0,-4.139845371246338,-7.17813777923584,True
Oil,screenwriter,low,1,100000,1,-3.99931263923645,-6.839566230773926,True
Oil,screenwriter,low,1,109672,1,-3.861577033996582,-7.001079559326172,True
Pig,director,low,1,0,0,-12.123311042785645,-11.899224281311035,False
Pig,director,low,1,10000,0,-7.051039218902588,-4.71136999130249,False
Pig,director,low,1,20000,1,-7.555525302886963,-3.4473369121551514,False
Pig,director,low,1,30000,1,-6.799253940582275,-3.063261032104492,False
Pig,director,low,1,40000,1,-5.89517068862915,-2.785125970840454,False
Pig,director,low,1,50000,1,-6.274329662322998,-3.4751102924346924,False
Pig,director,low,1,60000,1,-6.7552876472473145,-2.413278341293335,False
Pig,director,low,1,70000,1,-5.9268646240234375,-3.2673680782318115,False
Pig,director,low,1,80000,1,-5.404519557952881,-2.4146337509155273,False
Pig,director,low,1,90000,1,-6.206767559051514,-2.3755457401275635,False
Pig,director,low,1,100000,1,-5.9967942237854,-2.280442953109741,False
Pig,director,low,1,109672,1,-5.906106472015381,-2.4417731761932373,False
Organ,director,low,2,0,0,-11.503461837768555,-11.92922592163086,True
Organ,director,low,2,10000,0,-4.430254936218262,-3.506589651107788,False
Organ,director,low,2,20000,0,-4.264103889465332,-2.9300568103790283,False
Organ,director,low,2,30000,0,-4.132549285888672,-2.548595666885376,False
Organ,director,low,2,40000,2,-4.023962497711182,-3.097780227661133,False
Organ,director,low,2,50000,2,-3.781235933303833,-2.891293525695801,False
Organ,director,low,2,60000,2,-4.24059534072876,-2.894838571548462,False
Organ,director,low,2,70000,2,-4.16372537612915,-3.0392332077026367,False
Organ,director,low,2,80000,2,-4.577104091644287,-2.55066180229187,False
Organ,director,low,2,90000,2,-4.08900260925293,-2.6000494956970215,False
Organ,director,low,2,100000,2,-3.8678030967712402,-2.564202070236206,False
Organ,director,low,2,109672,2,-4.070618152618408,-2.5163300037384033,False
The Crocodile's Dilemma,director,low,3,0,0,-12.245702743530273,-11.908989906311035,False
The Crocodile's Dilemma,director,low,3,10000,0,-7.131407737731934,-7.501676082611084,True
The Crocodile's Dilemma,director,low,3,20000,0,-8.307136535644531,-6.584238052368164,False
The Crocodile's Dilemma,director,low,3,30000,1,-7.121504306793213,-6.843936443328857,False
The Crocodile's Dilemma,director,low,3,40000,3,-6.623987197875977,-5.540246963500977,False
The Crocodile's Dilemma,director,low,3,50000,3,-7.624042510986328,-5.330948829650879,False
The Crocodile's Dilemma,director,low,3,60000,3,-7.580203056335449,-4.362677097320557,False
The Crocodile's Dilemma,director,low,3,70000,3,-7.201507568359375,-4.676939964294434,False
The Crocodile's Dilemma,director,low,3,80000,3,-6.936557769775391,-4.643497943878174,False
The Crocodile's Dilemma,director,low,3,90000,3,-6.1986212730407715,-3.5632851123809814,False
The Crocodile's Dilemma,director,low,3,100000,3,-6.202822685241699,-3.853076934814453,False
The Crocodile's Dilemma,director,low,3,109672,3,-5.997427463531494,-4.328301906585693,False
Adhesive,genre,low,2,0,0,-12.108100891113281,-10.742523193359375,False
Adhesive,genre,low,2,10000,0,-5.290853023529053,-5.075231075286865,False
Adhesive,genre,low,2,20000,1,-5.2203288078308105,-3.9359772205352783,False
Adhesive,genre,low,2,30000,1,-5.874812126159668,-6.46426248550415,True
Adhesive,genre,low,2,40000,1,-6.101861000061035,-5.506860733032227,False
Adhesive,genre,low,2,50000,2,-5.640548229217529,-5.832226276397705,True
Adhesive,genre,low,2,60000,2,-6.245213985443115,-5.5497660636901855,False
Adhesive,genre,low,2,70000,2,-6.513462543487549,-5.769731044769287,False
Adhesive,genre,low,2,80000,2,-7.002938270568848,-5.563218593597412,False
Adhesive,genre,low,2,90000,2,-6.36659049987793,-5.3946661949157715,False
Adhesive,genre,low,2,100000,2,-6.549102783203125,-5.580040454864502,False
Adhesive,genre,low,2,109672,2,-6.30855655670166,-5.645553112030029,False
On Tour,screenwriter,low,6,0,0,-11.777450561523438,-11.168278694152832,False
On Tour,screenwriter,low,6,10000,0,-5.302560806274414,-4.1312360763549805,False
On Tour,screenwriter,low,6,20000,0,-4.711047649383545,-3.815096139907837,False
On Tour,screenwriter,low,6,30000,0,-3.4263248443603516,-3.6770412921905518,True
On Tour,screenwriter,low,6,40000,0,-4.397885799407959,-3.6657540798187256,False
On Tour,screenwriter,low,6,50000,1,-2.7208492755889893,-3.673992156982422,True
On Tour,screenwriter,low,6,60000,2,-3.2011682987213135,-3.240243673324585,True
On Tour,screenwriter,low,6,70000,3,-2.9220211505889893,-3.8309743404388428,True
On Tour,screenwriter,low,6,80000,5,-2.4477803707122803,-2.8716182708740234,True
On Tour,screenwriter,low,6,90000,5,-2.7936344146728516,-2.5721802711486816,False
On Tour,screenwriter,low,6,100000,5,-2.3607265949249268,-2.4345014095306396,True
On Tour,screenwriter,low,6,109672,6,-2.414095640182495,-2.5973598957061768,True
The Express,composer,low,4,0,0,-11.981799125671387,-11.284347534179688,False
The Express,composer,low,4,10000,0,-5.272125720977783,-7.244879722595215,True
The Express,composer,low,4,20000,1,-6.1904377937316895,-7.388095378875732,True
The Express,composer,low,4,30000,1,-4.751643657684326,-5.057287693023682,True
The Express,composer,low,4,40000,2,-5.4724884033203125,-6.564486503601074,True
The Express,composer,low,4,50000,2,-4.2903218269348145,-5.687567710876465,True
The Express,composer,low,4,60000,2,-4.2280802726745605,-5.3042378425598145,True
The Express,composer,low,4,70000,2,-4.383550643920898,-4.401650905609131,True
The Express,composer,low,4,80000,2,-4.046478748321533,-5.200634956359863,True
The Express,composer,low,4,90000,3,-4.169265270233154,-4.985248565673828,True
The Express,composer,low,4,100000,3,-4.224078178405762,-4.78339147567749,True
The Express,composer,low,4,109672,4,-4.0276031494140625,-4.937889099121094,True
Vitti Dandu,producer,low,4,0,0,-12.079960823059082,-11.93312931060791,False
Vitti Dandu,producer,low,4,10000,0,-4.73676061630249,-5.534418106079102,True
Vitti Dandu,producer,low,4,20000,0,-5.285652160644531,-6.07697057723999,True
Vitti Dandu,producer,low,4,30000,1,-4.089691162109375,-5.986195087432861,True
Vitti Dandu,producer,low,4,40000,1,-3.756310224533081,-5.210292816162109,True
Vitti Dandu,producer,low,4,50000,2,-4.533498764038086,-5.338944911956787,True
Vitti Dandu,producer,low,4,60000,4,-4.295665740966797,-4.99833345413208,True
Vitti Dandu,producer,low,4,70000,4,-3.270015239715576,-5.102217674255371,True
Vitti Dandu,producer,low,4,80000,4,-2.6017730236053467,-5.439639568328857,True
Vitti Dandu,producer,low,4,90000,4,-3.253337860107422,-5.417051315307617,True
Vitti Dandu,producer,low,4,100000,4,-3.170151472091675,-5.337605953216553,True
Vitti Dandu,producer,low,4,109672,4,-3.540897846221924,-5.929945468902588,True
Episode,director,low,5,0,0,-11.045430183410645,-11.603241920471191,True
Episode,director,low,5,10000,1,-5.579776287078857,-4.340857028961182,False
Episode,director,low,5,20000,1,-5.705179691314697,-3.1380414962768555,False
Episode,director,low,5,30000,1,-5.768638610839844,-3.713590383529663,False
Episode,director,low,5,40000,1,-5.842136383056641,-3.8312020301818848,False
Episode,director,low,5,50000,1,-5.48109245300293,-3.4059677124023438,False
Episode,director,low,5,60000,2,-4.810906887054443,-2.7532026767730713,False
Episode,director,low,5,70000,2,-4.909570693969727,-3.420105218887329,False
Episode,director,low,5,80000,4,-5.502783298492432,-2.6283271312713623,False
Episode,director,low,5,90000,4,-5.72059440612793,-2.304216146469116,False
Episode,director,low,5,100000,5,-5.33245325088501,-2.538902759552002,False
Episode,director,low,5,109672,5,-5.547697067260742,-2.678762435913086,False
Arc,composer,low,6,0,0,-12.55985164642334,-12.196426391601562,False
Arc,composer,low,6,10000,1,-6.516369819641113,-9.192536354064941,True
Arc,composer,low,6,20000,1,-6.926576614379883,-8.644298553466797,True
Arc,composer,low,6,30000,2,-7.12161922454834,-8.086545944213867,True
Arc,composer,low,6,40000,2,-7.1551947593688965,-8.569612503051758,True
Arc,composer,low,6,50000,2,-7.293067932128906,-6.962471008300781,False
Arc,composer,low,6,60000,3,-7.643562316894531,-8.032160758972168,True
Arc,composer,low,6,70000,4,-6.415420055389404,-8.514152526855469,True
Arc,composer,low,6,80000,4,-7.138234615325928,-7.283959865570068,True
Arc,composer,low,6,90000,4,-7.650448799133301,-8.253052711486816,True
Arc,composer,low,6,100000,4,-7.06559944152832,-8.352428436279297,True
Arc,composer,low,6,109672,6,-7.84904670715332,-8.018362998962402,True
Going Home,director,low,2,0,0,-12.537440299987793,-11.063033103942871,False
Going Home,director,low,2,10000,0,-6.5477705001831055,-5.39145040512085,False
Going Home,director,low,2,20000,0,-5.994695663452148,-6.012287139892578,True
Going Home,director,low,2,30000,0,-5.615393161773682,-4.610978603363037,False
Going Home,director,low,2,40000,0,-5.640743255615234,-5.311666011810303,False
Going Home,director,low,2,50000,0,-6.558749198913574,-4.95559024810791,False
Going Home,director,low,2,60000,0,-6.58514404296875,-4.6127824783325195,False
Going Home,director,low,2,70000,0,-6.666512966156006,-5.089694023132324,False
Going Home,director,low,2,80000,1,-7.435518741607666,-4.664957046508789,False
Going Home,director,low,2,90000,1,-6.899652481079102,-4.229971408843994,False
Going Home,director,low,2,100000,1,-6.3284592628479,-3.52889084815979,False
Going Home,director,low,2,109672,2,-6.834803581237793,-3.981266498565674,False
Crazy,screenwriter,low,4,0,0,-12.086671829223633,-11.764884948730469,False
Crazy,screenwriter,low,4,10000,1,-7.470747947692871,-4.911895751953125,False
Crazy,screenwriter,low,4,20000,1,-6.532779693603516,-4.6884050369262695,False
Crazy,screenwriter,low,4,30000,1,-5.970461845397949,-3.826200246810913,False
Crazy,screenwriter,low,4,40000,1,-5.403505325317383,-3.032060146331787,False
Crazy,screenwriter,low,4,50000,3,-5.199569225311279,-2.846191883087158,False
Crazy,screenwriter,low,4,60000,3,-6.302536964416504,-2.72434139251709,False
Crazy,screenwriter,low,4,70000,4,-5.010728359222412,-2.8441460132598877,False
Crazy,screenwriter,low,4,80000,4,-5.139960289001465,-2.9101195335388184,False
Crazy,screenwriter,low,4,90000,4,-4.277716159820557,-3.024721622467041,False
Crazy,screenwriter,low,4,100000,4,-4.454959869384766,-3.4382286071777344,False
Crazy,screenwriter,low,4,109672,4,-5.907008171081543,-3.130368232727051,False
The Closet,director,low,5,0,0,-11.81248950958252,-11.424108505249023,False
The Closet,director,low,5,10000,0,-7.251123428344727,-4.986627578735352,False
The Closet,director,low,5,20000,1,-6.736480712890625,-4.6186394691467285,False
The Closet,director,low,5,30000,1,-5.578567028045654,-3.884012222290039,False
The Closet,director,low,5,40000,3,-5.93450403213501,-3.9190030097961426,False
The Closet,director,low,5,50000,3,-6.7884392738342285,-3.6127405166625977,False
The Closet,director,low,5,60000,3,-6.765663146972656,-4.5853776931762695,False
The Closet,director,low,5,70000,3,-5.156027317047119,-3.1947920322418213,False
The Closet,director,low,5,80000,4,-5.098491668701172,-3.011512517929077,False
The Closet,director,low,5,90000,4,-6.200624465942383,-3.110294818878174,False
The Closet,director,low,5,100000,4,-5.532672882080078,-3.0399396419525146,False
The Closet,director,low,5,109672,5,-5.446995258331299,-3.0514016151428223,False
The Telling,director,low,5,0,0,-10.999887466430664,-11.75622272491455,True
The Telling,director,low,5,10000,1,-6.79612922668457,-5.0001726150512695,False
The Telling,director,low,5,20000,1,-8.101516723632812,-4.752866744995117,False
The Telling,director,low,5,30000,2,-7.543307304382324,-4.060874938964844,False
The Telling,director,low,5,40000,3,-8.734647750854492,-4.669856071472168,False
The Telling,director,low,5,50000,3,-8.17306137084961,-5.0803542137146,False
The Telling,director,low,5,60000,3,-8.058579444885254,-4.275902271270752,False
The Telling,director,low,5,70000,4,-7.941774368286133,-3.551067352294922,False
The Telling,director,low,5,80000,5,-7.460494518280029,-4.736880302429199,False
The Telling,director,low,5,90000,5,-7.437036037445068,-4.931976318359375,False
The Telling,director,low,5,100000,5,-6.938512802124023,-4.251411437988281,False
The Telling,director,low,5,109672,5,-6.671850681304932,-4.189803600311279,False
The Box,screenwriter,low,4,0,0,-11.536709785461426,-11.8286714553833,True
The Box,screenwriter,low,4,10000,0,-9.063129425048828,-3.4886815547943115,False
The Box,screenwriter,low,4,20000,0,-9.040289878845215,-4.419979095458984,False
The Box,screenwriter,low,4,30000,0,-9.052145004272461,-3.0160043239593506,False
The Box,screenwriter,low,4,40000,0,-9.083769798278809,-4.228469371795654,False
The Box,screenwriter,low,4,50000,1,-8.36170768737793,-3.5984787940979004,False
The Box,screenwriter,low,4,60000,2,-7.4055986404418945,-3.9724526405334473,False
The Box,screenwriter,low,4,70000,2,-8.356101989746094,-3.323611259460449,False
The Box,screenwriter,low,4,80000,3,-7.406451225280762,-2.763280153274536,False
The Box,screenwriter,low,4,90000,3,-7.309802055358887,-3.417778491973877,False
The Box,screenwriter,low,4,100000,3,-7.00131368637085,-3.1373398303985596,False
The Box,screenwriter,low,4,109672,4,-6.847391605377197,-3.032410144805908,False
Second Best Bed,screenwriter,low,4,0,0,-11.275341987609863,-11.492921829223633,True
Second Best Bed,screenwriter,low,4,10000,1,-3.8529655933380127,-5.181617736816406,True
Second Best Bed,screenwriter,low,4,20000,1,-4.376876354217529,-5.611544609069824,True
Second Best Bed,screenwriter,low,4,30000,1,-4.4132609367370605,-5.121058464050293,True
Second Best Bed,screenwriter,low,4,40000,2,-4.909914016723633,-5.463980197906494,True
Second Best Bed,screenwriter,low,4,50000,2,-4.618920803070068,-3.897599697113037,False
Second Best Bed,screenwriter,low,4,60000,2,-4.16498327255249,-4.654160022735596,True
Second Best Bed,screenwriter,low,4,70000,2,-4.128893852233887,-4.929695129394531,True
Second Best Bed,screenwriter,low,4,80000,3,-3.8689029216766357,-4.502016067504883,True
Second Best Bed,screenwriter,low,4,90000,4,-4.378950595855713,-4.6280388832092285,True
Second Best Bed,screenwriter,low,4,100000,4,-4.127912998199463,-3.9392638206481934,False
Second Best Bed,screenwriter,low,4,109672,4,-3.9135475158691406,-4.165306568145752,True
The Hide,screenwriter,low,6,0,0,-12.081613540649414,-11.252534866333008,False
The Hide,screenwriter,low,6,10000,0,-5.866306781768799,-4.6202778816223145,False
The Hide,screenwriter,low,6,20000,1,-5.289514064788818,-3.6006956100463867,False
The Hide,screenwriter,low,6,30000,1,-5.849164962768555,-3.338243246078491,False
The Hide,screenwriter,low,6,40000,1,-5.3423237800598145,-3.3818883895874023,False
The Hide,screenwriter,low,6,50000,2,-5.3354411125183105,-3.14028263092041,False
The Hide,screenwriter,low,6,60000,3,-3.989067554473877,-2.8266592025756836,False
The Hide,screenwriter,low,6,70000,4,-4.0292463302612305,-3.0289111137390137,False
The Hide,screenwriter,low,6,80000,4,-4.0723090171813965,-2.6471381187438965,False
The Hide,screenwriter,low,6,90000,5,-3.933922052383423,-2.9734885692596436,False
The Hide,screenwriter,low,6,100000,6,-3.450188636779785,-2.863612413406372,False
The Hide,screenwriter,low,6,109672,6,-3.423734188079834,-2.42862868309021,False
Company Man,screenwriter,low,4,0,0,-11.851055145263672,-11.511969566345215,False
Company Man,screenwriter,low,4,10000,0,-5.30899715423584,-6.382918357849121,True
Company Man,screenwriter,low,4,20000,2,-5.2408270835876465,-6.368927001953125,True
Company Man,screenwriter,low,4,30000,3,-5.292246341705322,-7.199444770812988,True
Company Man,screenwriter,low,4,40000,3,-5.424781799316406,-6.471469402313232,True
Company Man,screenwriter,low,4,50000,3,-6.346184253692627,-6.355988025665283,True
Company Man,screenwriter,low,4,60000,3,-4.66290283203125,-6.221416473388672,True
Company Man,screenwriter,low,4,70000,4,-4.959433078765869,-5.589643955230713,True
Company Man,screenwriter,low,4,80000,4,-4.291502952575684,-5.725035190582275,True
Company Man,screenwriter,low,4,90000,4,-4.701776027679443,-6.436002731323242,True
Company Man,screenwriter,low,4,100000,4,-4.432143688201904,-5.8646240234375,True
Company Man,screenwriter,low,4,109672,4,-4.451750755310059,-5.481951713562012,True
I Wanna Pick You Up,composer,low,6,0,0,-11.86474609375,-11.905860900878906,True
I Wanna Pick You Up,composer,low,6,10000,1,-4.554834365844727,-5.510250568389893,True
I Wanna Pick You Up,composer,low,6,20000,3,-5.414546489715576,-5.466141700744629,True
I Wanna Pick You Up,composer,low,6,30000,4,-4.659375190734863,-2.965320348739624,False
I Wanna Pick You Up,composer,low,6,40000,4,-4.9524993896484375,-5.471667766571045,True
I Wanna Pick You Up,composer,low,6,50000,4,-4.901618957519531,-3.8796093463897705,False
I Wanna Pick You Up,composer,low,6,60000,4,-5.07943058013916,-3.9029808044433594,False
I Wanna Pick You Up,composer,low,6,70000,4,-4.4280548095703125,-3.869478940963745,False
I Wanna Pick You Up,composer,low,6,80000,4,-5.018950939178467,-2.833745002746582,False
I Wanna Pick You Up,composer,low,6,90000,4,-4.938695907592773,-3.1947219371795654,False
I Wanna Pick You Up,composer,low,6,100000,5,-5.064678192138672,-3.19626522064209,False
I Wanna Pick You Up,composer,low,6,109672,6,-5.138498306274414,-3.6754539012908936,False
The Paperboy,genre,low,2,0,0,-11.227285385131836,-11.04440975189209,False
The Paperboy,genre,low,2,10000,1,-6.220987796783447,-3.633277177810669,False
The Paperboy,genre,low,2,20000,1,-6.813348293304443,-4.017186641693115,False
The Paperboy,genre,low,2,30000,2,-7.432851791381836,-4.064370155334473,False
The Paperboy,genre,low,2,40000,2,-7.596016883850098,-4.970224380493164,False
The Paperboy,genre,low,2,50000,2,-6.626528739929199,-4.675968170166016,False
The Paperboy,genre,low,2,60000,2,-7.094634056091309,-4.588986873626709,False
The Paperboy,genre,low,2,70000,2,-5.836713790893555,-4.144326686859131,False
The Paperboy,genre,low,2,80000,2,-7.322992324829102,-4.527352809906006,False
The Paperboy,genre,low,2,90000,2,-6.994883060455322,-4.311060428619385,False
The Paperboy,genre,low,2,100000,2,-6.9734039306640625,-4.350861072540283,False
The Paperboy,genre,low,2,109672,2,-6.804579257965088,-4.356822967529297,False
A World of Difference,genre,low,1,0,0,-11.993914604187012,-11.74700927734375,False
A World of Difference,genre,low,1,10000,0,-4.528476238250732,-6.568321228027344,True
A World of Difference,genre,low,1,20000,0,-5.054258346557617,-6.402890205383301,True
A World of Difference,genre,low,1,30000,0,-5.190637111663818,-7.204825401306152,True
A World of Difference,genre,low,1,40000,0,-4.761938571929932,-7.600790023803711,True
A World of Difference,genre,low,1,50000,0,-4.756937026977539,-7.187960624694824,True
A World of Difference,genre,low,1,60000,0,-4.625141143798828,-7.158029556274414,True
A World of Difference,genre,low,1,70000,0,-4.800539493560791,-7.116265296936035,True
A World of Difference,genre,low,1,80000,1,-4.904738426208496,-7.93220853805542,True
A World of Difference,genre,low,1,90000,1,-5.015535831451416,-7.626575469970703,True
A World of Difference,genre,low,1,100000,1,-4.826270580291748,-7.414207458496094,True
A World of Difference,genre,low,1,109672,1,-4.404788970947266,-6.839412689208984,True
Panic,director,low,1,0,0,-11.503214836120605,-11.328303337097168,False
Panic,director,low,1,10000,0,-7.271092891693115,-6.271173477172852,False
Panic,director,low,1,20000,0,-6.902690887451172,-6.633481025695801,False
Panic,director,low,1,30000,0,-6.522768020629883,-4.434174060821533,False
Panic,director,low,1,40000,0,-6.477686405181885,-5.098514080047607,False
Panic,director,low,1,50000,1,-4.9253764152526855,-5.039601802825928,True
Panic,director,low,1,60000,1,-4.779360294342041,-5.096330165863037,True
Panic,director,low,1,70000,1,-5.761358261108398,-4.295260906219482,False
Panic,director,low,1,80000,1,-5.952427387237549,-4.381852626800537,False
Panic,director,low,1,90000,1,-5.731061935424805,-4.502566814422607,False
Panic,director,low,1,100000,1,-5.264106750488281,-3.684006690979004,False
Panic,director,low,1,109672,1,-6.258274555206299,-4.0171332359313965,False
Artist,composer,low,3,0,0,-11.695938110351562,-11.511186599731445,False
Artist,composer,low,3,10000,0,-10.149266242980957,-3.2285869121551514,False
Artist,composer,low,3,20000,1,-8.757591247558594,-2.0997672080993652,False
Artist,composer,low,3,30000,2,-7.082566738128662,-1.6498892307281494,False
Artist,composer,low,3,40000,2,-8.57638168334961,-2.5426509380340576,False
Artist,composer,low,3,50000,2,-6.6424360275268555,-2.2484524250030518,False
Artist,composer,low,3,60000,2,-7.307375431060791,-1.9298280477523804,False
Artist,composer,low,3,70000,2,-8.592365264892578,-2.47355580329895,False
Artist,composer,low,3,80000,2,-7.227303504943848,-2.5046141147613525,False
Artist,composer,low,3,90000,3,-8.747598648071289,-2.375960350036621,False
Artist,composer,low,3,100000,3,-8.7405366897583,-2.4575726985931396,False
Artist,composer,low,3,109672,3,-9.582550048828125,-2.405632734298706,False
The Road,screenwriter,low,1,0,0,-12.118990898132324,-11.327225685119629,False
The Road,screenwriter,low,1,10000,0,-8.548849105834961,-5.5210700035095215,False
The Road,screenwriter,low,1,20000,0,-5.934329032897949,-4.9780707359313965,False
The Road,screenwriter,low,1,30000,0,-7.043385982513428,-4.200358867645264,False
The Road,screenwriter,low,1,40000,0,-7.326836585998535,-5.8853302001953125,False
The Road,screenwriter,low,1,50000,1,-6.495571613311768,-4.071598529815674,False
The Road,screenwriter,low,1,60000,1,-6.51978063583374,-4.214827060699463,False
The Road,screenwriter,low,1,70000,1,-5.424241542816162,-4.463041305541992,False
