subj,prop,bucket,subject_num_chunks,step,exposures,gold_logprob,max_decoy_logprob,correct,recency_gap
Jade,composer,mid,20,90000,17,-3.767627954483032,-4.6334733963012695,True,3608.0
Jade,composer,mid,20,100000,20,-3.814455032348633,-4.984968662261963,True,1599.0
Jade,composer,mid,20,109672,20,-3.639871835708618,-5.0814924240112305,True,11271.0
Eating Out,genre,mid,16,0,0,-12.663661003112791,-11.263923645019531,False,
Eating Out,genre,mid,16,10000,2,-5.8161163330078125,-6.538194179534912,True,967.0
Eating Out,genre,mid,16,20000,4,-5.871575355529785,-7.050065040588379,True,1404.0
Eating Out,genre,mid,16,30000,6,-5.37980318069458,-5.472617149353027,True,2463.0
Eating Out,genre,mid,16,40000,8,-4.887417793273926,-5.8851776123046875,True,461.0
Eating Out,genre,mid,16,50000,8,-5.8825201988220215,-6.23764705657959,True,10461.0
Eating Out,genre,mid,16,60000,9,-5.594231605529785,-5.854970455169678,True,6818.0
Eating Out,genre,mid,16,70000,9,-4.966415882110596,-6.7227935791015625,True,16818.0
Eating Out,genre,mid,16,80000,9,-5.797250747680664,-6.625373840332031,True,26818.0
Eating Out,genre,mid,16,90000,11,-5.021480083465576,-6.432262897491455,True,2532.0
Eating Out,genre,mid,16,100000,15,-5.942760944366455,-7.417048454284668,True,500.0
Eating Out,genre,mid,16,109672,16,-5.285792827606201,-7.3349609375,True,6862.0
As One,genre,mid,9,0,0,-11.581074714660645,-11.329183578491213,False,
As One,genre,mid,9,10000,1,-6.740449905395508,-6.949975967407227,True,5697.0
As One,genre,mid,9,20000,3,-5.604646682739258,-6.097158432006836,True,5251.0
As One,genre,mid,9,30000,3,-5.058126926422119,-5.784273147583008,True,15251.0
As One,genre,mid,9,40000,4,-4.973795413970947,-5.669774532318115,True,6730.0
As One,genre,mid,9,50000,4,-5.697935581207275,-5.953848361968994,True,16730.0
As One,genre,mid,9,60000,4,-6.668453693389893,-5.469909191131592,False,26730.0
As One,genre,mid,9,70000,5,-5.193335056304932,-4.892027378082275,False,4785.0
As One,genre,mid,9,80000,5,-6.260986804962158,-5.278642177581787,False,14785.0
As One,genre,mid,9,90000,6,-6.508190631866455,-4.850497722625732,False,3482.0
As One,genre,mid,9,100000,9,-5.576653957366943,-4.891592025756836,False,833.0
As One,genre,mid,9,109672,9,-5.981534957885742,-4.850622653961182,False,10505.0
Condorman,director,mid,16,0,0,-11.585780143737791,-10.968914985656738,False,
Condorman,director,mid,16,10000,1,-6.175065994262695,-5.0490522384643555,False,2362.0
Condorman,director,mid,16,20000,3,-6.682098865509033,-6.635836601257324,False,3553.0
Condorman,director,mid,16,30000,5,-6.814798355102539,-5.248473644256592,False,3770.0
Condorman,director,mid,16,40000,6,-7.196376800537109,-6.859325408935547,False,9910.0
Condorman,director,mid,16,50000,9,-5.910974979400635,-5.510316848754883,False,2491.0
Condorman,director,mid,16,60000,10,-6.080863952636719,-5.965035438537598,False,1603.0
Condorman,director,mid,16,70000,10,-5.6035027503967285,-5.62120246887207,True,11603.0
Condorman,director,mid,16,80000,12,-5.7605061531066895,-5.784754276275635,True,1538.0
Condorman,director,mid,16,90000,13,-6.002754211425781,-6.368995189666748,True,9561.0
Condorman,director,mid,16,100000,14,-5.601789951324463,-6.137821197509766,True,5019.0
Condorman,director,mid,16,109672,16,-5.21377420425415,-5.305392265319824,True,4624.0
"Honey, We Shrunk Ourselves",director,mid,19,0,0,-11.475028038024902,-11.738264083862305,True,
"Honey, We Shrunk Ourselves",director,mid,19,10000,2,-6.658641815185547,-3.951295852661133,False,2608.0
"Honey, We Shrunk Ourselves",director,mid,19,20000,3,-7.616736888885498,-4.254573345184326,False,523.0
"Honey, We Shrunk Ourselves",director,mid,19,30000,5,-6.919836044311523,-3.3536031246185303,False,4869.0
"Honey, We Shrunk Ourselves",director,mid,19,40000,6,-6.702206611633301,-4.315215587615967,False,1536.0
"Honey, We Shrunk Ourselves",director,mid,19,50000,8,-6.400937080383301,-3.540477752685547,False,1512.0
"Honey, We Shrunk Ourselves",director,mid,19,60000,9,-6.04484224319458,-3.532789707183838,False,3499.0
"Honey, We Shrunk Ourselves",director,mid,19,70000,10,-5.828934669494629,-3.166173219680786,False,2140.0
"Honey, We Shrunk Ourselves",director,mid,19,80000,13,-5.545968055725098,-3.470362663269043,False,318.0
"Honey, We Shrunk Ourselves",director,mid,19,90000,13,-5.116551876068115,-3.4320569038391113,False,10318.0
"Honey, We Shrunk Ourselves",director,mid,19,100000,13,-5.4412736892700195,-3.915393590927124,False,20318.0
"Honey, We Shrunk Ourselves",director,mid,19,109672,19,-5.12190055847168,-2.765815496444702,False,249.0
Beautiful,screenwriter,mid,14,0,0,-11.564742088317873,-11.694600105285645,True,
Beautiful,screenwriter,mid,14,10000,1,-6.341888427734375,-4.542360305786133,False,944.0
Beautiful,screenwriter,mid,14,20000,2,-4.976272106170654,-3.894549608230591,False,9109.0
Beautiful,screenwriter,mid,14,30000,5,-3.6402125358581543,-2.718251466751098,False,779.0
Beautiful,screenwriter,mid,14,40000,6,-5.562036991119385,-3.8468799591064458,False,9018.0
Beautiful,screenwriter,mid,14,50000,10,-4.3855485916137695,-3.2117862701416016,False,2871.0
Beautiful,screenwriter,mid,14,60000,10,-4.819116115570068,-2.737075090408325,False,12871.0
Beautiful,screenwriter,mid,14,70000,13,-4.565330982208252,-2.9174792766571045,False,6950.0
Beautiful,screenwriter,mid,14,80000,13,-3.772500276565552,-2.83345365524292,False,16950.0
Beautiful,screenwriter,mid,14,90000,13,-4.131930828094482,-2.9694247245788574,False,26950.0
Beautiful,screenwriter,mid,14,100000,14,-4.125397205352783,-2.7983365058898926,False,8211.0
Beautiful,screenwriter,mid,14,109672,14,-3.6594271659851074,-2.8892574310302734,False,17883.0
By Design,director,mid,9,0,0,-11.786750793457031,-11.663049697875977,False,
By Design,director,mid,9,10000,2,-5.7527923583984375,-6.12624979019165,True,6484.0
By Design,director,mid,9,20000,3,-5.5410637855529785,-6.104213714599609,True,5950.0
By Design,director,mid,9,30000,3,-5.093408107757568,-5.844306945800781,True,15950.0
By Design,director,mid,9,40000,6,-6.118711948394775,-5.542403697967529,False,1567.0
By Design,director,mid,9,50000,6,-5.5710625648498535,-5.2282280921936035,False,11567.0
By Design,director,mid,9,60000,6,-4.254974842071533,-4.939949035644531,True,21567.0
By Design,director,mid,9,70000,7,-4.612610340118408,-5.305346488952637,True,6977.0
By Design,director,mid,9,80000,7,-4.9891462326049805,-5.289391994476318,True,16977.0
By Design,director,mid,9,90000,8,-5.829757213592529,-4.2025227546691895,False,1570.0
By Design,director,mid,9,100000,9,-5.3955912590026855,-4.4671854972839355,False,6746.0
By Design,director,mid,9,109672,9,-4.41003942489624,-4.623985290527344,True,16418.0
Sweet Home,screenwriter,mid,7,0,0,-11.878493309020996,-11.224916458129885,False,
Sweet Home,screenwriter,mid,7,10000,0,-3.4116909503936768,-4.719027042388916,True,
Sweet Home,screenwriter,mid,7,20000,0,-3.995344877243042,-4.670969486236572,True,
Sweet Home,screenwriter,mid,7,30000,1,-3.6056814193725586,-4.25333309173584,True,3966.0
Sweet Home,screenwriter,mid,7,40000,1,-3.9164164066314697,-3.7434821128845215,False,13966.0
Sweet Home,screenwriter,mid,7,50000,1,-3.193328857421875,-3.6212546825408936,True,23966.0
Sweet Home,screenwriter,mid,7,60000,2,-3.2697646617889404,-3.849557399749756,True,1218.0
Sweet Home,screenwriter,mid,7,70000,2,-3.3613195419311523,-3.666875123977661,True,11218.0
Sweet Home,screenwriter,mid,7,80000,3,-2.998309850692749,-3.4921679496765137,True,2365.0
Sweet Home,screenwriter,mid,7,90000,5,-3.124338150024414,-3.9642512798309326,True,1011.0
Sweet Home,screenwriter,mid,7,100000,7,-2.7300665378570557,-3.6843371391296382,True,6094.0
Sweet Home,screenwriter,mid,7,109672,7,-3.0934934616088867,-3.412977933883667,True,15766.0
Simon,screenwriter,mid,7,0,0,-11.608787536621094,-11.694839477539062,True,
Simon,screenwriter,mid,7,10000,1,-6.808855056762695,-5.397024631500244,False,118.0
Simon,screenwriter,mid,7,20000,1,-8.209166526794434,-3.698068380355835,False,10118.0
Simon,screenwriter,mid,7,30000,1,-7.272501468658447,-4.102768421173096,False,20118.0
Simon,screenwriter,mid,7,40000,1,-7.755738735198975,-4.159611225128174,False,30118.0
Simon,screenwriter,mid,7,50000,2,-7.939142227172852,-3.828411340713501,False,5811.0
Simon,screenwriter,mid,7,60000,2,-7.436522960662842,-3.1930582523345947,False,15811.0
Simon,screenwriter,mid,7,70000,3,-6.926265239715576,-2.704495668411255,False,2756.0
Simon,screenwriter,mid,7,80000,3,-6.633584499359131,-2.9847800731658936,False,12756.0
Simon,screenwriter,mid,7,90000,5,-5.754398822784424,-3.2031309604644775,False,487.0
Simon,screenwriter,mid,7,100000,6,-5.93496561050415,-2.518227815628052,False,4648.0
Simon,screenwriter,mid,7,109672,7,-5.627842426300049,-2.930130958557129,False,7265.0
Tomorrow Is Yesterday,director,mid,21,0,0,-11.74578094482422,-11.526830673217772,False,
Tomorrow Is Yesterday,director,mid,21,10000,2,-3.939133405685425,-3.3248984813690186,False,1940.0
Tomorrow Is Yesterday,director,mid,21,20000,5,-3.013953447341919,-3.179110288619995,True,1174.0
Tomorrow Is Yesterday,director,mid,21,30000,5,-3.193931579589844,-3.027618169784546,False,11174.0
Tomorrow Is Yesterday,director,mid,21,40000,10,-2.747645378112793,-2.6997692584991455,False,250.0
Tomorrow Is Yesterday,director,mid,21,50000,11,-3.111945867538452,-2.507047414779663,False,2078.0
Tomorrow Is Yesterday,director,mid,21,60000,12,-3.0016701221466064,-2.672264575958252,False,7934.0
Tomorrow Is Yesterday,director,mid,21,70000,16,-2.9230833053588867,-2.906414270401001,False,2644.0
Tomorrow Is Yesterday,director,mid,21,80000,18,-3.3062312602996826,-2.675105333328247,False,1058.0
Tomorrow Is Yesterday,director,mid,21,90000,20,-2.8517544269561768,-2.709555387496948,False,3728.0
Tomorrow Is Yesterday,director,mid,21,100000,20,-2.5292727947235107,-2.6529171466827393,True,13728.0
Tomorrow Is Yesterday,director,mid,21,109672,21,-2.864414930343628,-2.6364002227783203,False,1414.0
Familia,screenwriter,mid,7,0,0,-11.533544540405272,-11.633465766906738,True,
Familia,screenwriter,mid,7,10000,0,-5.872072219848633,-6.655019760131836,True,
Familia,screenwriter,mid,7,20000,0,-5.650554180145264,-6.570999622344971,True,
Familia,screenwriter,mid,7,30000,3,-5.675205707550049,-5.240799427032471,False,368.0
Familia,screenwriter,mid,7,40000,3,-5.700995922088623,-5.116954326629639,False,10368.0
Familia,screenwriter,mid,7,50000,3,-5.0976128578186035,-5.83405065536499,True,20368.0
Familia,screenwriter,mid,7,60000,4,-4.834099292755127,-4.7813239097595215,False,7804.0
Familia,screenwriter,mid,7,70000,5,-4.53012752532959,-4.570985794067383,True,161.0
Familia,screenwriter,mid,7,80000,6,-4.388912677764893,-4.996309280395508,True,7899.0
Familia,screenwriter,mid,7,90000,6,-4.728240966796875,-4.410264492034912,False,17899.0
Familia,screenwriter,mid,7,100000,7,-4.719401836395264,-4.24232816696167,False,2475.0
Familia,screenwriter,mid,7,109672,7,-4.668249130249023,-4.147758483886719,False,12147.0
They,producer,mid,10,0,0,-11.337773323059082,-11.222283363342283,False,
They,producer,mid,10,10000,2,-8.343069076538086,-3.9291396141052246,False,5015.0
They,producer,mid,10,20000,2,-9.15418815612793,-3.882323980331421,False,15015.0
They,producer,mid,10,30000,3,-8.190195083618164,-3.3651227951049805,False,5550.0
They,producer,mid,10,40000,3,-6.955909729003906,-2.6390388011932373,False,15550.0
They,producer,mid,10,50000,4,-7.409271240234375,-3.5720865726470947,False,5779.0
They,producer,mid,10,60000,6,-7.806703567504883,-3.947190284729004,False,407.0
They,producer,mid,10,70000,7,-8.182162284851074,-3.302461862564087,False,6233.0
They,producer,mid,10,80000,7,-7.131265640258789,-3.4299087524414062,False,16233.0
They,producer,mid,10,90000,8,-7.801218032836914,-3.606664896011353,False,6540.0
They,producer,mid,10,100000,8,-7.743208885192871,-3.746006965637207,False,16540.0
They,producer,mid,10,109672,10,-7.5385284423828125,-3.515388250350952,False,6657.0
La Collectionneuse,screenwriter,mid,15,0,0,-11.780293464660645,-11.456501960754396,False,
La Collectionneuse,screenwriter,mid,15,10000,1,-6.045475959777832,-6.0531816482543945,True,9449.0
La Collectionneuse,screenwriter,mid,15,20000,3,-5.800087928771973,-6.427380561828613,True,7271.0
La Collectionneuse,screenwriter,mid,15,30000,3,-5.625750541687012,-5.331448554992676,False,17271.0
La Collectionneuse,screenwriter,mid,15,40000,3,-6.228031158447266,-5.9740142822265625,False,27271.0
La Collectionneuse,screenwriter,mid,15,50000,5,-6.309635162353516,-6.271552562713623,False,4706.0
La Collectionneuse,screenwriter,mid,15,60000,5,-4.768317222595215,-6.353113651275635,True,14706.0
La Collectionneuse,screenwriter,mid,15,70000,8,-6.319919109344482,-6.245043754577637,False,6144.0
La Collectionneuse,screenwriter,mid,15,80000,11,-5.21401834487915,-5.484222888946533,True,3270.0
La Collectionneuse,screenwriter,mid,15,90000,12,-6.147611618041992,-6.200743198394775,True,6899.0
La Collectionneuse,screenwriter,mid,15,100000,15,-5.943065166473389,-5.77847957611084,False,1191.0
La Collectionneuse,screenwriter,mid,15,109672,15,-5.888731479644775,-5.824681758880615,False,10863.0
BE,producer,mid,13,0,0,-11.028454780578612,-11.057354927062988,True,
BE,producer,mid,13,10000,2,-7.298105716705322,-5.715345859527588,False,5941.0
BE,producer,mid,13,20000,2,-7.965652465820312,-5.802433013916016,False,15941.0
BE,producer,mid,13,30000,3,-6.517373561859131,-5.92556095123291,False,1304.0
BE,producer,mid,13,40000,5,-7.871058940887451,-5.19797420501709,False,3030.0
BE,producer,mid,13,50000,6,-6.488788604736328,-5.4006028175354,False,6998.0
BE,producer,mid,13,60000,8,-6.123739719390869,-5.631191253662109,False,120.0
BE,producer,mid,13,70000,10,-6.181849002838135,-5.744608402252197,False,4661.0
BE,producer,mid,13,80000,11,-6.3074798583984375,-5.938981533050537,False,9164.0
BE,producer,mid,13,90000,12,-6.113256931304932,-5.636321067810059,False,4946.0
BE,producer,mid,13,100000,13,-6.302892208099365,-5.688096046447754,False,6183.0
BE,producer,mid,13,109672,13,-6.319260120391846,-6.093316078186035,False,15855.0
Guru,composer,mid,13,0,0,-11.746854782104492,-11.24089527130127,False,
Guru,composer,mid,13,10000,2,-4.857701301574707,-4.9480180740356445,True,1473.0
Guru,composer,mid,13,20000,3,-2.8462891578674316,-2.7568600177764893,False,8149.0
Guru,composer,mid,13,30000,3,-2.1504642963409424,-4.660612106323242,True,18149.0
Guru,composer,mid,13,40000,4,-3.613649368286133,-3.0866732597351074,False,9847.0
Guru,composer,mid,13,50000,5,-2.842097759246826,-4.033477783203125,True,9708.0
Guru,composer,mid,13,60000,6,-2.1531388759613037,-2.8911662101745605,True,9591.0
Guru,composer,mid,13,70000,7,-2.2814266681671143,-3.33271861076355,True,3401.0
Guru,composer,mid,13,80000,9,-2.1436026096343994,-2.8717591762542725,True,2573.0
Guru,composer,mid,13,90000,9,-2.226404905319214,-3.3226101398468018,True,12573.0
Guru,composer,mid,13,100000,10,-2.35221266746521,-3.0241215229034424,True,2461.0
Guru,composer,mid,13,109672,13,-2.476898193359375,-2.3333170413970947,False,1895.0
Michael Jackson's Ghosts,screenwriter,high,22,0,0,-11.564855575561523,-11.690569877624512,True,
Michael Jackson's Ghosts,screenwriter,high,22,10000,0,-2.2246651649475098,-6.698266983032227,True,
Michael Jackson's Ghosts,screenwriter,high,22,20000,0,-3.0419983863830566,-7.557924747467041,True,
Michael Jackson's Ghosts,screenwriter,high,22,30000,4,-1.8772939443588257,-6.3662800788879395,True,2303.0
Michael Jackson's Ghosts,screenwriter,high,22,40000,7,-2.884134292602539,-7.485916137695312,True,3854.0
Michael Jackson's Ghosts,screenwriter,high,22,50000,8,-3.644474983215332,-6.7268195152282715,True,8871.0
Michael Jackson's Ghosts,screenwriter,high,22,60000,9,-3.015663146972656,-6.129831790924072,True,547.0
Michael Jackson's Ghosts,screenwriter,high,22,70000,12,-2.9245693683624268,-6.145248889923096,True,529.0
Michael Jackson's Ghosts,screenwriter,high,22,80000,15,-3.6601428985595703,-5.6610589027404785,True,1437.0
Michael Jackson's Ghosts,screenwriter,high,22,90000,16,-3.988609313964844,-7.375194549560547,True,7299.0
Michael Jackson's Ghosts,screenwriter,high,22,100000,18,-3.705641269683838,-6.702564239501953,True,5073.0
Michael Jackson's Ghosts,screenwriter,high,22,109672,22,-3.2346651554107666,-5.958292007446289,True,2506.0
Good News,screenwriter,high,24,0,0,-11.06448459625244,-10.7540283203125,False,
Good News,screenwriter,high,24,10000,2,-7.627255916595459,-5.763855457305908,False,193.0
Good News,screenwriter,high,24,20000,5,-5.348601818084717,-5.96104621887207,True,5633.0
Good News,screenwriter,high,24,30000,8,-5.443140506744385,-6.282764434814453,True,5096.0
Good News,screenwriter,high,24,40000,12,-6.220445156097412,-6.70024299621582,True,1968.0
Good News,screenwriter,high,24,50000,12,-5.450267314910889,-5.267589092254639,False,11968.0
Good News,screenwriter,high,24,60000,14,-5.661189556121826,-5.307554721832275,False,2163.0
Good News,screenwriter,high,24,70000,17,-4.904966831207275,-6.2204813957214355,True,6197.0
Good News,screenwriter,high,24,80000,20,-5.3358073234558105,-5.752343654632568,True,2494.0
Good News,screenwriter,high,24,90000,21,-5.114976406097412,-5.785284519195557,True,2605.0
Good News,screenwriter,high,24,100000,23,-4.8737969398498535,-6.056449890136719,True,2629.0
Good News,screenwriter,high,24,109672,24,-4.623725414276123,-5.6746649742126465,True,2566.0
The Departed,producer,high,205,0,0,-11.674555778503418,-11.83422565460205,True,
The Departed,producer,high,205,10000,13,-6.669816017150879,-4.704883098602295,False,1357.0
The Departed,producer,high,205,20000,36,-5.932302474975586,-4.1441969871521,False,120.0
The Departed,producer,high,205,30000,54,-6.055924415588379,-4.410542964935303,False,1874.0
The Departed,producer,high,205,40000,76,-5.947504043579102,-3.791654586791992,False,129.0
The Departed,producer,high,205,50000,99,-5.689267635345459,-3.6406946182250977,False,892.0
The Departed,producer,high,205,60000,115,-5.696723937988281,-3.94780158996582,False,125.0
The Departed,producer,high,205,70000,137,-6.483363628387451,-4.220251560211182,False,215.0
The Departed,producer,high,205,80000,152,-5.390128135681152,-3.6193313598632817,False,524.0
The Departed,producer,high,205,90000,171,-5.791646480560303,-3.994899034500122,False,443.0
The Departed,producer,high,205,100000,185,-5.553402900695801,-3.865799188613891,False,9.0
The Departed,producer,high,205,109672,205,-5.928208351135254,-3.996451616287231,False,197.0
Antalya,capital of,high,1669,0,0,-12.361080169677734,-10.980732917785645,False,
Antalya,capital of,high,1669,10000,164,-2.209029197692871,-5.299457550048828,True,176.0
Antalya,capital of,high,1669,20000,300,-1.3216146230697632,-6.337981224060059,True,73.0
Antalya,capital of,high,1669,30000,442,-1.3707079887390137,-5.987360000610352,True,10.0
Antalya,capital of,high,1669,40000,583,-1.2370537519454956,-6.7276177406311035,True,117.0
Antalya,capital of,high,1669,50000,769,-1.027185320854187,-6.615628242492676,True,118.0
Antalya,capital of,high,1669,60000,929,-1.32464599609375,-6.004694938659668,True,73.0
Antalya,capital of,high,1669,70000,1058,-1.1351975202560425,-6.093786716461182,True,0.0
Antalya,capital of,high,1669,80000,1205,-1.0038392543792725,-7.002099990844727,True,219.0
Antalya,capital of,high,1669,90000,1369,-1.1140555143356323,-7.508098602294922,True,125.0
Antalya,capital of,high,1669,100000,1532,-1.1485344171524048,-7.6668596267700195,True,47.0
Antalya,capital of,high,1669,109672,1667,-1.0197778940200806,-6.814554214477539,True,35.0
MASH,screenwriter,high,165,0,0,-11.742487907409668,-11.655752182006836,False,
MASH,screenwriter,high,165,10000,13,-6.464902400970459,-2.9945545196533203,False,351.0
MASH,screenwriter,high,165,20000,31,-5.375186443328857,-3.391684055328369,False,154.0
MASH,screenwriter,high,165,30000,40,-5.091616153717041,-3.085198163986206,False,771.0
MASH,screenwriter,high,165,40000,55,-4.013742923736572,-3.449904441833496,False,3.0
MASH,screenwriter,high,165,50000,67,-5.009050369262695,-3.0219502449035645,False,352.0
MASH,screenwriter,high,165,60000,88,-4.557900905609131,-2.8221089839935303,False,159.0
MASH,screenwriter,high,165,70000,97,-4.612682342529297,-2.899134397506714,False,55.0
MASH,screenwriter,high,165,80000,112,-4.335289001464844,-2.506009101867676,False,310.0
MASH,screenwriter,high,165,90000,135,-4.105879783630371,-2.887943983078003,False,522.0
MASH,screenwriter,high,165,100000,147,-3.7126760482788086,-2.6707935333251953,False,103.0
MASH,screenwriter,high,165,109672,165,-4.117798328399658,-2.860128402709961,False,1618.0
The Constant,screenwriter,high,28,0,0,-11.35225772857666,-11.195388793945312,False,
The Constant,screenwriter,high,28,10000,2,-3.62296724319458,-5.2581658363342285,True,1573.0
The Constant,screenwriter,high,28,20000,4,-3.976603746414185,-5.428554058074951,True,4256.0
The Constant,screenwriter,high,28,30000,9,-2.8911843299865723,-5.821132659912109,True,4218.0
The Constant,screenwriter,high,28,40000,12,-3.4021694660186768,-6.2371625900268555,True,1829.0
The Constant,screenwriter,high,28,50000,12,-3.8333144187927246,-5.949483871459961,True,11829.0
The Constant,screenwriter,high,28,60000,15,-4.577330112457275,-6.130199432373047,True,1612.0
The Constant,screenwriter,high,28,70000,18,-3.1092817783355713,-5.440859794616699,True,4336.0
The Constant,screenwriter,high,28,80000,19,-2.5584447383880615,-4.275972843170166,True,8378.0
The Constant,screenwriter,high,28,90000,20,-2.8084487915039062,-5.159666061401367,True,5382.0
The Constant,screenwriter,high,28,100000,25,-2.988278865814209,-5.160407066345215,True,898.0
The Constant,screenwriter,high,28,109672,28,-2.5856716632843018,-4.889397144317627,True,3157.0
Manthan,screenwriter,high,26,0,0,-11.49099826812744,-11.547785758972168,True,
Manthan,screenwriter,high,26,10000,5,-6.482271671295166,-6.333215236663818,False,2597.0
Manthan,screenwriter,high,26,20000,6,-6.1170454025268555,-6.348973751068115,True,845.0
Manthan,screenwriter,high,26,30000,7,-6.284719467163086,-5.470218181610107,False,8773.0
Manthan,screenwriter,high,26,40000,7,-8.045042037963867,-5.3004679679870605,False,18773.0
Manthan,screenwriter,high,26,50000,11,-7.02630615234375,-5.988257884979248,False,590.0
Manthan,screenwriter,high,26,60000,14,-5.5617804527282715,-5.661622524261475,True,3206.0
Manthan,screenwriter,high,26,70000,15,-5.539333820343018,-5.037206172943115,False,6955.0
Manthan,screenwriter,high,26,80000,18,-5.7768073081970215,-5.2412800788879395,False,998.0
Manthan,screenwriter,high,26,90000,20,-5.523048400878906,-5.001010417938232,False,2557.0
Manthan,screenwriter,high,26,100000,24,-5.0812087059021,-4.838660717010498,False,583.0
Manthan,screenwriter,high,26,109672,26,-4.798003196716309,-4.9191107749938965,True,3142.0
The Incredible Burt Wonderstone,producer,high,26,0,0,-11.684328079223633,-11.662402153015137,False,
The Incredible Burt Wonderstone,producer,high,26,10000,3,-8.41884994506836,-6.346278667449951,False,1210.0
The Incredible Burt Wonderstone,producer,high,26,20000,5,-8.31783676147461,-7.075682640075684,False,4401.0
The Incredible Burt Wonderstone,producer,high,26,30000,8,-7.00870418548584,-5.163715839385986,False,1481.0
The Incredible Burt Wonderstone,producer,high,26,40000,10,-8.125946044921875,-6.130943775177002,False,6753.0
The Incredible Burt Wonderstone,producer,high,26,50000,12,-8.250350952148438,-5.395851135253906,False,8014.0
The Incredible Burt Wonderstone,producer,high,26,60000,14,-8.190149307250977,-5.754927635192871,False,1319.0
The Incredible Burt Wonderstone,producer,high,26,70000,17,-7.704327583312988,-6.484381675720215,False,2588.0
The Incredible Burt Wonderstone,producer,high,26,80000,20,-9.065529823303224,-6.01173210144043,False,2265.0
The Incredible Burt Wonderstone,producer,high,26,90000,20,-8.09273910522461,-6.06596565246582,False,12265.0
The Incredible Burt Wonderstone,producer,high,26,100000,24,-6.72874116897583,-4.85207462310791,False,694.0
The Incredible Burt Wonderstone,producer,high,26,109672,26,-8.00651741027832,-5.812872886657715,False,4175.0
The Dead,director,high,33,0,0,-11.427525520324709,-10.979079246520996,False,
The Dead,director,high,33,10000,2,-3.625388383865357,-7.109257221221924,True,4274.0
The Dead,director,high,33,20000,4,-3.867724657058716,-5.928382873535156,True,2253.0
The Dead,director,high,33,30000,8,-2.71545147895813,-6.5374436378479,True,567.0
The Dead,director,high,33,40000,10,-3.611891746520996,-5.400859355926514,True,4749.0
The Dead,director,high,33,50000,15,-3.451584815979004,-4.816264629364014,True,4658.0
The Dead,director,high,33,60000,16,-3.2290515899658203,-4.0636491775512695,True,6295.0
The Dead,director,high,33,70000,18,-3.8878190517425537,-5.041876316070557,True,2678.0
The Dead,director,high,33,80000,24,-3.826961517333984,-4.13927698135376,True,1187.0
The Dead,director,high,33,90000,28,-4.5161213874816895,-5.134602069854736,True,2370.0
The Dead,director,high,33,100000,30,-3.910905599594116,-4.072074890136719,True,4030.0
The Dead,director,high,33,109672,33,-4.061426162719727,-4.247790813446045,True,3538.0
The Holiday,director,high,53,0,0,-12.090344429016112,-11.585654258728027,False,
The Holiday,director,high,53,10000,10,-5.769789218902588,-6.311758995056152,True,830.0
The Holiday,director,high,53,20000,15,-4.952209949493408,-7.241076469421387,True,4034.0
The Holiday,director,high,53,30000,16,-4.766354560852051,-4.917502403259277,True,8238.0
The Holiday,director,high,53,40000,17,-5.983602523803711,-5.180139064788818,False,3167.0
The Holiday,director,high,53,50000,21,-5.174399375915527,-4.384141445159912,False,1842.0
The Holiday,director,high,53,60000,26,-4.658743381500244,-5.922106742858887,True,4566.0
The Holiday,director,high,53,70000,30,-5.259378910064697,-6.2456440925598145,True,663.0
The Holiday,director,high,53,80000,35,-5.058178424835205,-5.952648162841797,True,268.0
The Holiday,director,high,53,90000,43,-5.096827983856201,-5.411694049835205,True,1216.0
The Holiday,director,high,53,100000,47,-4.940500736236572,-5.729068279266357,True,2834.0
The Holiday,director,high,53,109672,53,-4.902580738067627,-5.717723846435547,True,147.0
Another Year,screenwriter,high,31,0,0,-11.624850273132324,-11.381738662719728,False,
Another Year,screenwriter,high,31,10000,1,-7.411140441894531,-5.528026103973389,False,1574.0
Another Year,screenwriter,high,31,20000,5,-7.091770172119141,-5.076324939727783,False,3309.0
Another Year,screenwriter,high,31,30000,7,-5.390815734863281,-4.38643741607666,False,3265.0
Another Year,screenwriter,high,31,40000,7,-7.022119522094727,-4.633923530578613,False,13265.0
Another Year,screenwriter,high,31,50000,11,-6.318109512329102,-4.770900249481201,False,254.0
Another Year,screenwriter,high,31,60000,12,-6.015377521514893,-3.952045440673828,False,1763.0
Another Year,screenwriter,high,31,70000,14,-5.587673187255859,-3.759826183319092,False,1023.0
Another Year,screenwriter,high,31,80000,16,-6.0227885246276855,-4.092700004577637,False,5745.0
Another Year,screenwriter,high,31,90000,20,-5.940783500671387,-3.786843776702881,False,397.0
Another Year,screenwriter,high,31,100000,24,-5.997532844543457,-4.213568687438965,False,633.0
Another Year,screenwriter,high,31,109672,31,-5.842883586883545,-3.9426028728485103,False,1170.0
Best in Show,director,high,61,0,0,-11.672208786010742,-11.714564323425291,True,
Best in Show,director,high,61,10000,10,-6.77134895324707,-6.120559215545654,False,118.0
Best in Show,director,high,61,20000,14,-5.863851070404053,-5.075540542602539,False,1191.0
Best in Show,director,high,61,30000,17,-5.340214729309082,-4.048584938049316,False,1612.0
Best in Show,director,high,61,40000,23,-5.064621448516846,-4.477792263031006,False,2559.0
Best in Show,director,high,61,50000,25,-4.7529425621032715,-4.180371284484863,False,1717.0
Best in Show,director,high,61,60000,34,-5.985705375671387,-3.968130350112915,False,119.0
Best in Show,director,high,61,70000,39,-5.858854293823242,-4.3891825675964355,False,4221.0
